image,label_name,confidence,latency
000000000139.jpg,Living Room,99.99995422363281,1.7368254661560059
000000000139.jpg,Floor,99.9998779296875,1.7368254661560059
000000000139.jpg,Flooring,99.9998779296875,1.7368254661560059
000000000139.jpg,Interior Design,99.99980926513672,1.7368254661560059
000000000139.jpg,Dining Room,99.99752044677734,1.7368254661560059
000000000139.jpg,Dining Table,99.99752044677734,1.7368254661560059
000000000139.jpg,Wood,99.98766326904297,1.7368254661560059
000000000139.jpg,Hardwood,99.94706726074219,1.7368254661560059
000000000139.jpg,Monitor,99.9381103515625,1.7368254661560059
000000000139.jpg,Screen,99.9381103515625,1.7368254661560059
000000000285.jpg,Animal,99.9964599609375,0.47217226028442383
000000000285.jpg,Bear,99.9964599609375,0.47217226028442383
000000000285.jpg,Mammal,99.9964599609375,0.47217226028442383
000000000285.jpg,Wildlife,99.9964599609375,0.47217226028442383
000000000285.jpg,Brown Bear,97.03905487060547,0.47217226028442383
000000000632.jpg,Furniture,99.98756408691406,0.5966668128967285
000000000632.jpg,Plant,99.97051239013672,0.5966668128967285
000000000632.jpg,Chair,99.9377212524414,0.5966668128967285
000000000632.jpg,Bed,99.9231185913086,0.5966668128967285
000000000632.jpg,Bedroom,99.49884033203125,0.5966668128967285
000000000632.jpg,Indoors,99.49884033203125,0.5966668128967285
000000000632.jpg,Dorm Room,99.2279281616211,0.5966668128967285
000000000632.jpg,Handbag,97.7536392211914,0.5966668128967285
000000000632.jpg,Book,92.4034423828125,0.5966668128967285
000000000632.jpg,Interior Design,91.80107879638672,0.5966668128967285
000000000724.jpg,Sign,100.0,0.4019052982330322
000000000724.jpg,Symbol,100.0,0.4019052982330322
000000000724.jpg,Road Sign,99.9350357055664,0.4019052982330322
000000000724.jpg,Stopsign,98.52855682373047,0.4019052982330322
000000000776.jpg,Teddy Bear,99.79196166992188,0.4841184616088867
000000000776.jpg,Toy,99.79196166992188,0.4841184616088867
000000000785.jpg,Nature,99.99388122558594,0.44980859756469727
000000000785.jpg,Outdoors,99.99388122558594,0.44980859756469727
000000000785.jpg,Piste,99.99388122558594,0.44980859756469727
000000000785.jpg,Snow,99.99388122558594,0.44980859756469727
000000000785.jpg,Sport,99.99388122558594,0.44980859756469727
000000000785.jpg,Person,99.96952056884766,0.44980859756469727
000000000785.jpg,Slide,99.93341827392578,0.44980859756469727
000000000785.jpg,Toy,99.93341827392578,0.44980859756469727
000000000802.jpg,Appliance,99.77008819580078,0.3991096019744873
000000000802.jpg,Device,99.77008819580078,0.3991096019744873
000000000802.jpg,Electrical Device,99.77008819580078,0.3991096019744873
